Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Egwu,Egwu,Chike,2023-12-15,3272,24.0,35119540,2907,7078317,66.0,45526146,393618,0,11483596,163624449
Die For You (Remix Acapella),Die For You (Remix Acapella) - Single,The Weeknd,2023-03-02,3281,24.0,0,0,0,63.50158061116965,0,0,0,0,0
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,2016-09-16,3274,24.0,1779760815,90161,37656145,69.0,734259158,3624282,513775,50587031,371899383
Baby you,Baby you,ýýýýýý,2023-01-18,3273,24.0,30361093,6140,1321340,52.0,30346457,499318,1530302,159193521,1949963259
CUAL ES ESA,FERXXOCALIPSIS,Feid,2023-12-01,3285,24.0,84131713,9659,7789551,71.0,46945484,239851,229,1550,28600
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,2018-05-23,3283,24.0,786839663,128506,20744090,70.0,369178947,2899865,115366,15447249,108771380
Salimo de Noche,Salimo de Noche,Tiago PZK,2021-10-21,3275,24.0,315581950,56373,8132909,59.0,200961304,1909013,203539,88373861,767313472
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,2021-06-09,3276,24.0,312622847,59149,10135558,66.0,275292905,3116842,71000,18807302,190656582
Love,AFROBOY,Kouz1,2023-01-13,3269,24.0,41059494,17144,2565553,40.0,76632734,573257,821200,62289548,1163210746
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,2011-11-20,3286,24.0,613120952,70633,25238321,69.0,1740143685,4862755,134831,27997984,266381642
Skechers,Skechers,DripReport,2020-01-12,3280,24.0,402600493,78831,9948573,60.0,31685487,843639,1921469,308754044,2812434668
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,2017-11-10,3270,24.0,503915156,116054,26974343,72.0,395172100,4550650,172195,57781993,485983172
Ando Enfocado,Ando Enfocado,Jaziel Avilez,2022-11-18,3278,24.0,191918763,17921,8023886,67.0,168330437,768931,51300,4813141,63785723
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,3282,24.0,328526298,14390,6681758,63.50158061116965,17047473,217601,93800,18344787,197098789
Downtown,Downtown,Anitta,2017-11-19,3279,24.0,678928131,57167,19566520,72.0,775603021,5185313,272600,72091395,567535888
Crï¿½ï¿,Crï¿½ï¿,KAROL G,2018-11-02,3287,24.0,474863499,33671,14288251,67.0,817844545,3801744,22342,1320930,21632035
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,2019-05-03,3306,23.9,359828344,77046,11168503,56.0,294072510,3184637,1311823,40532086,289928883
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,2023-03-17,3292,23.9,185448173,32140,17704359,66.0,64774453,486024,17536,2313721,19349275
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2024-02-23,3291,23.9,54065563,7779,9672092,73.0,6744201,72802,0,0,0
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,2023-09-08,3297,23.9,139751220,18392,12791215,20.0,49641305,248150,0,0,0
penjaga hati,penjaga hati,Nadhif Basalamah,2023-06-21,3304,23.9,252681087,11425,9250560,76.0,99627762,516029,0,35520433,341258424
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,2020-03-10,3300,23.9,94152948,9693,3944785,56.0,675223784,6031429,878600,51767552,848894091
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,2020-05-07,3294,23.9,354889332,121632,12554800,65.0,143802247,1597342,32776,14487556,91865926
Monica,LOVE AND CHAOS,Kuami Eugene,2023-10-12,3298,23.9,3604452,787,624598,63.50158061116965,7474271,69482,839100,9769727,167597754
Home (Lala),Expectations,Dayzy,2023-01-17,3288,23.9,0,1,63,63.50158061116965,307164348,603059,0,0,0
La Playa,La Playa,Myke Towers,2019-04-09,3290,23.9,322757243,60278,9152097,62.0,640816810,3577858,191433,28268064,215995105
ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý - Single,DJW9,2023-05-16,3303,23.9,0,8,55,63.50158061116965,230878707,1434387,0,0,0
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,2024-02-07,3295,23.9,43499127,2622,6350531,16.0,25364611,117410,0,0,0
Pasilyo,Pasilyo,SunKissed Lola,2022-10-28,3301,23.9,219619875,22109,8739702,69.0,99634133,478880,629683,71365682,513855630
Wasted Summers,Wasted Summers,juju<3,2023-07-12,3307,23.9,145323071,25526,11685238,73.0,3663144,87691,272260,104929528,725884052
Ruin,Ruin,USHER,2024-02-02,3296,23.9,19485870,2963,10829291,63.50158061116965,8261042,139661,0,0,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,2015-01-06,3310,23.9,657268053,85246,30225538,74.0,1022323850,6592447,1278026,307053317,2833651298
RATATATA,RATATATA,BABYMETAL,2024-05-23,3289,23.9,12875105,2081,11902188,73.0,1913446,61995,0,0,0
Seasons,Seasons,Thirty Seconds To Mars,2023-08-15,3311,23.9,21188649,3940,2622151,53.0,3560845,38522,7977,1643924,34908043
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2019-04-25,3314,23.9,650003788,101864,28028039,66.0,81796283,973317,1827953,140205934,1556374953
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,2022-11-04,3313,23.9,92384851,21304,1941527,59.0,170892300,978438,41600,33841573,326613325
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,2021-03-04,3309,23.9,206311125,38601,7092659,62.0,452730002,3243360,0,0,0
Someone To You,Someone to You,BANNERS,2017-06-09,3312,23.9,840041803,147478,46983313,70.0,219305472,2631856,479639,177285316,1133729550
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,2019-11-15,3299,23.9,261261513,22264,11996134,62.0,636887969,3145041,12708,11647515,85253285
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,2023-08-22,3293,23.9,57146959,26832,6612892,58.0,10407451,123510,0,1083,16954
Winners In Paris,Winners In Paris,Sleepy Hallow,2024-05-08,3308,23.9,9889717,1826,25270438,63.50158061116965,0,0,0,0,0
In Your Love,In Your Love,Tyler Childers,2023-07-27,3305,23.9,86069322,17650,15787518,60.0,15451799,202322,27450,10266486,101213993
Poker Face,The Fame,Lady Gaga,2008-01-01,3302,23.9,1285242562,216338,88471248,77.0,256379013,2156909,265724,129356785,1231170484
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,2024-03-08,3328,23.8,11170433,2065,364180,61.0,35976070,1087118,0,5014,35066
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,2024-03-15,3331,23.8,12044437,361,1194858,63.50158061116965,46011423,1888358,0,0,0
Que Hay Amor,Que Hay Amor,Cris Mj,2024-04-04,3322,23.8,30160112,2429,15875714,73.0,22379808,224346,0,0,0
Boogieman,Boogieman,EBK Jaaybo,2024-04-24,3321,23.8,21255642,3519,34773501,73.0,5828561,86906,0,0,0
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,2023-05-02,3338,23.8,7900402,4782,367497,1.0,146296974,819226,258850,16582173,215446483
Overcompensate (edit),Overcompensate,Twenty One Pilots,2024-02-29,3339,23.8,12478109,1427,5707433,63.50158061116965,19304985,561923,0,0,0
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,2024-03-04,3336,23.8,200302,12,597,63.50158061116965,57962118,45667,0,0,0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,2020-05-19,3320,23.8,312678365,67390,12125007,56.0,68518582,1252622,1540013,271840657,2130678972
Privileged Rappers,Her Loss,Drake,2022-11-04,3330,23.8,167840439,54445,11034203,64.0,25641544,341459,11619,6189301,52937881
Beautiful As You,Beautiful As You,Thomas Rhett,2024-05-10,3316,23.8,9327924,878,21394629,72.0,875363,15615,0,0,0
Umbrella,Good Girl Gone Bad,Rihanna,2007-01-01,3340,23.8,1535595924,236327,123654318,77.0,1266946594,7227133,14079,13327525,123440263
Candy,Candy,Doja Cat,2018-03-23,3323,23.8,404872050,55578,17796199,72.0,89852977,1063400,3688018,295279928,3235980364
All I Need,Javari,Tyler Antonius,2024-03-11,3318,23.8,168663071,184,114412,63.50158061116965,0,0,0,0,0
Enough Is Enough,AUSTIN,Post Malone,2023-07-28,3326,23.8,106740885,16395,7898986,66.0,4758436,46227,1657,748350,12122087
Baddies,Baddies - Single,Aitch,2024-06-06,3315,23.8,5698784,846,15037150,67.0,0,0,0,0,0
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021-01-29,3335,23.8,479276199,61386,12336155,60.0,228278348,3170402,97508,25648300,303099826
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,2013-01-01,3317,23.8,773746724,52272,8515549,27.0,121852617,1286777,61790,18974621,123125094
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,2023-04-28,3327,23.8,173061521,18616,5085706,67.0,53668901,343308,143900,22419288,239225982
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,2023-08-18,3332,23.8,1598680,45,1624,63.50158061116965,0,0,0,0,0
Moon,Donda,Kanye West,2021-08-29,3329,23.8,300082779,103366,12996384,65.0,26665548,457381,35728,30439067,259653952
Notion,Futureproof,The Rare Occasions,2016-08-05,3325,23.8,597718233,172980,21596820,76.0,152225528,2379610,427031,256949531,1985146213
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,2021-08-13,3333,23.8,142075177,43680,10012685,58.0,38137678,322681,71600,3411107,38844483
Outskirts,Outskirts,Sam Hunt,2023-03-10,3334,23.8,66067682,7457,9164334,65.0,7470172,52452,411,219581,2892289
X,X,Nicky Jam,2018-02-22,3319,23.8,981323727,120261,29116272,73.0,87459823,548954,55663,50590230,371899059
Old Days,Old Days,Lil Durk,2024-02-23,3337,23.8,9682984,3542,6763625,63.50158061116965,14270016,247623,0,0,0
boyfriend (with Social House),boyfriend,Ariana Grande,2019-08-02,3324,23.8,809537829,72598,26362809,71.0,372025118,5569680,193998,65714726,449615555
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,2024-05-30,3440,23.7,51035638,0,0,63.50158061116965,0,0,0,0,0
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,3364,23.7,1060667446,170,110712,15.0,0,0,1100000,42020635,381934707
As the World Caves In,As the World Caves In,Sarah Cothran,2021-06-10,3358,23.7,285568439,67189,16107840,65.0,161956855,3891055,312854,290498191,1818254854
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,2022-01-28,3362,23.7,94677649,9726,5274940,58.0,380478131,958443,28439,2397842,39716201
Neverender,Neverender,Justice,2024-04-25,3359,23.7,18919068,4186,20278718,74.0,1025503,18910,0,0,0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2023-02-17,3351,23.7,64851689,10684,6385271,57.0,26844412,215475,56800,9759230,127114832
Sunshine,Sunshine,Tyga,2022-08-12,3363,23.7,85785871,28868,3335711,60.0,12121852,157411,813,171609,2095787
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,2017-03-03,3347,23.7,426104353,47827,17515452,68.0,1075650402,4140985,7160,2166168,19811260
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,2023-12-15,3360,23.7,56695409,4559,4098516,68.0,63800824,219647,0,0,0
SHAKE SUMN,CALL DA FIREMAN,DaBaby,2023-05-05,3343,23.7,70418045,19968,17088080,60.0,39812848,590392,292327,95802273,767711351
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2017-02-10,3354,23.7,571538542,59626,15052991,64.0,798537539,5042041,25893,15112958,68206300
Afterglow,#NAME?,Ed Sheeran,2020-01-01,3345,23.7,461495506,64344,35844454,63.0,183828202,2212191,224600,65566122,574322224
Kafamï¿½ï¿½n ï,Yine ï¿½ï¿½alï,Ebru Yaï¿½ï,2024-05-22,3355,23.7,4177077,267,3686411,63.0,10927692,75044,0,0,0
Mr. Brightside,Hot Fuss,The Killers,2004-01-01,3346,23.7,2174022106,326294,118562432,81.0,183968852,1687112,95566,41707356,294739225
Promiscuous,Loose (Japan Version),Nelly Furtado,2006-01-01,3348,23.7,1194124781,235618,114628125,78.0,810297837,4900990,1041808,255818121,1795501997
Black Swan,Black Swan,BTS,2020-01-17,3342,23.7,459923962,28314,17354782,64.0,603350721,14962059,358089,106610222,535835122
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,2022-05-27,3352,23.7,210513394,16039,9403249,67.0,270821476,4018096,168012,137124191,797795448
i'm yours,i'm yours,Isabel LaRosa,2022-10-28,3361,23.7,320296093,42685,19725874,76.0,27153913,493000,5300,4801108,38533990
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,2024-05-08,3349,23.7,1315948,67,879894,60.0,19302655,252094,0,0,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-21,3344,23.7,1431126152,79665,12101555,65.0,192872269,1066231,52477,533633,1195592
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,2020-07-24,3357,23.7,22148259,2293,380137,56.0,772008576,3498265,2543,40007,477115
Carta Aberta,Carta Aberta,MC Cabelinho,2023-11-27,3341,23.7,52754470,6540,6242659,63.50158061116965,70458259,761575,0,143,2495
Spongebob,Spongebob,Dante9k,2020-01-28,3356,23.7,902103,800,74253,63.50158061116965,0,0,6100000,3607884570,33359398879
The Thrill,The Thrill,Wiz Khalifa,2020-11-11,3350,23.7,362756358,123477,16148100,72.0,28737121,359092,125196,39650616,374299600
Yana Yana,Yana Yana,Semicenk,2023-02-03,3353,23.7,141236846,15605,2248819,65.0,167722502,502467,47407,2261769,60945277
CIRCUS MAXIMUS,UTOPIA,Travis Scott,2023-07-28,3366,23.6,90921914,34656,5338264,64.0,4568866,49813,1115,253737,1606512
What is Love,What Is Love,TWICE,2018-04-09,3365,23.6,442941122,37463,7860589,67.0,885861488,8213650,477246,138993009,995480226
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,2024-05-22,3376,23.6,16883730,865,9889978,69.0,5016567,51272,0,0,0
Pieces,Pieces,Danilo Stankovic,2020-09-17,3367,23.6,5467217,2314,485008,39.0,283023,6614,5119677,2672313847,28032695489
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,2023-11-15,3387,23.6,74934765,4740,12977480,63.50158061116965,78522265,428766,1463,57816,1292457
Glue Song,Glue Song - Single,beabadoobee,2023-02-15,3379,23.6,209167955,35685,21027013,73.0,35239823,777957,149730,51782327,275970237
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,2023-03-17,3370,23.6,126698724,18316,17687961,70.0,59317671,717944,5548,10658836,102518739
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,2023-01-27,3386,23.6,146921991,18446,17280612,61.0,37582359,438887,17397,15319975,351979940
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,2017-05-19,3377,23.6,82539441,6224,1056938,45.0,622214179,7775615,4511709,30197076,137325098
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,2023-08-29,3378,23.6,43756807,6019,1678608,61.0,122496150,488640,0,13562600,143782439
Distraction,Distraction,Polo G,2022-06-03,3383,23.6,103549505,45954,8112561,55.0,40937892,673845,10162,2101769,21878255
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,2023-01-13,3372,23.6,218831350,14013,18896639,60.0,144395167,0,236412,100972780,595970672
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2023-02-23,3369,23.6,114323355,16398,4576843,64.0,97148590,542833,388748,27314002,322572081
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,2024-03-29,3368,23.6,8635035,1798,5447625,63.50158061116965,10028217,114938,0,0,0
back to the moon,a Gift & a Curse,Gunna,2023-06-16,3373,23.6,65374827,33151,5818874,63.0,30059409,305484,8010,1144996,11013533
FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,3374,23.6,1134470968,131102,42604016,72.0,571589993,3107613,0,2626,5272
Washing Machine Heart,Be the Cowboy,Mitski,2018-08-17,3388,23.6,743015700,133098,31345611,77.0,177148832,2616878,199978,173568712,1004422009
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,2023-03-03,3371,23.6,53305,79,1893,8.0,260221988,675745,2,91,3074
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,3384,23.6,391087418,53386,13266439,66.0,367082304,2697123,6576,12303446,88351589
Little Things,Little Things,Jorja Smith,2023-05-11,3380,23.6,46615691,29693,4972570,54.0,6255853,83064,250198,50398483,758814572
Dead Man Walking,Dead Man Walking,Brent Faiyaz,2020-09-18,3382,23.6,390893607,109900,16744963,66.0,94620680,974740,29802,58116176,368523039
Mil Preguntas,Mil Preguntas,Q' Lokura,2024-04-11,3385,23.6,11700613,954,5000862,67.0,27516261,109140,0,0,0
La ï¿½ï¿½ltima Vez (Yo Te Per,La ï¿½ï¿½ltima Vez (Yo Te Perdï¿½ï¿½) ,Unknown,2024-05-02,3381,23.6,0,0,0,63.50158061116965,0,0,0,0,0
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,2018-10-19,3375,23.6,625999943,100418,27719646,73.0,0,0,356553,51219101,415561032
Ball If I Want To,Ball If I Want To,DaBaby,2021-06-18,3418,23.5,216934691,65171,14450198,60.0,70627607,1101053,245749,133687791,1016363322
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,2020-01-17,3394,23.5,188774618,39746,10892506,63.0,175882087,1473683,110353,13089939,91057232
As It Was,As It Was (Official Video),Harry Styles,2022-03-31,3410,23.5,3299082422,1,1,63.50158061116965,0,0,0,0,0
dangerous,dangerous,21 Savage,2024-01-10,3407,23.5,47098347,15845,17899427,63.50158061116965,1767046,28517,0,0,0
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,2022-05-06,3398,23.5,348372811,52893,6523487,69.0,106600063,684118,25900,16462263,154007395
Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,2018-06-14,3395,23.5,0,1,45,63.50158061116965,1295405860,9977052,0,0,0
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,2023-06-01,3414,23.5,1621055370,1,48,63.50158061116965,0,0,0,0,0
Bellaquita,Bellaquita,Dalex,2019-09-06,3396,23.5,207093355,33813,5671029,55.0,683691095,3379761,333046,52979754,534205330
Limbo,Prestige,Daddy Yankee,2012-01-01,3400,23.5,508914869,86239,25204530,70.0,1529347092,6057759,55811,8937199,73318392
Ah-Bop,Ah-Bop,Gene Ess,2022-10-07,3390,23.5,0,1,30,63.50158061116965,359775065,320202,0,0,0
Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2024-02-14,3416,23.5,18946480,863,5681798,63.50158061116965,48584653,212355,0,0,0
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,2023-03-08,3417,23.5,40358575,1358,1211901,55.0,244162762,1098125,0,0,0
Hayloft II,Inside (Deluxe),Mother Mother,2022-01-28,3408,23.5,216252006,55274,8810602,70.0,164171809,2843492,1195,345600,3837839
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2023-02-24,3391,23.5,197096592,36980,10871819,62.0,33253817,624663,44998,23983331,327222300
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,2010-01-01,3402,23.5,841183589,178587,102898525,76.0,485860020,3227301,27671,7733399,64589027
DIE,KMT,Gazo,2022-07-01,3393,23.5,168211673,38142,4366481,62.0,112307349,619364,380000,66718830,687903274
You and Me,Leo,Shubh,2024-01-05,3406,23.5,52919662,3838,3967859,67.0,58026963,716085,0,0,0
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,2024-04-05,3415,23.5,32679509,4502,36934463,63.50158061116965,5253434,136619,0,0,0
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,2018-12-14,3403,23.5,407025386,32596,12353977,62.0,742853552,2408323,41816,1175713,16922902
El Incomprendido,El Incomprendido,Farruko,2021-09-30,3412,23.5,186233910,58393,11050675,55.0,114487705,1160464,51939,5919470,95822904
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,2013-01-01,3409,23.5,339514083,62118,14714742,63.0,1077541932,5697309,791577,18838361,164169789
Guay,Guay,Ozuna,2024-04-18,3392,23.5,25134764,3004,39535866,73.0,7120990,109558,0,412,3319
Poesia Acï¿½ï¿½stica #6: Era uma,Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,2018-12-24,3397,23.5,290101322,29494,7278455,66.0,895286211,5619411,0,0,0
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,3405,23.5,658051344,128507,19018702,66.0,502542395,3470603,310468,28258632,172756577
Broke Boys,Her Loss,Drake,2022-11-04,3399,23.5,143220845,57819,6493900,61.0,17892665,186286,8535,2306269,26577093
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,2022-11-22,3389,23.5,185817317,28912,4118167,69.0,115720244,1632608,125310,30612777,237465039
Night Bus,Night Bus,KIDS,2022-12-09,3401,23.5,5316,9,219,63.50158061116965,307185270,750059,0,0,0
bad idea right?,bad idea right?,Olivia Rodrigo,2023-08-11,3413,23.5,432831676,2667,913630,63.50158061116965,0,0,0,0,0
What They Want,What They Want,Russ,2016-07-28,3404,23.5,569767392,102907,12253671,68.0,468513022,3937324,539686,137326889,1026583434
All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,2014-06-27,3411,23.5,2379787239,362,74085,20.0,11365291,74275,0,0,0
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,2023-10-12,3420,23.4,79485128,6458,10455834,63.50158061116965,53649480,398179,5556,2005258,13574747
Take Care,Take Care (Deluxe),Drake,2011-11-15,3431,23.4,622498643,110679,26798475,70.0,454602464,2153347,23770,11732654,82945578
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,2014-01-01,3421,23.4,1490987063,203270,92755562,81.0,395515510,2684342,971368,157727782,1583375110
Smack That - Dirty,Smack That (feat. Eminem),Akon,2006-01-01,3422,23.4,1023825031,204464,51055833,80.0,1251716030,8866662,0,279003,1957205
Ramen & OJ,Ramen & OJ,Joyner Lucas,2021-04-30,3423,23.4,260117606,92337,16647767,63.0,104323081,1049129,10100,1200633,12058693
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,2022-08-19,3427,23.4,49549021,10601,3845428,33.0,119899690,1194687,1100000,183128923,3499011841
MEGAVERSE,ROCK-STAR,Stray Kids,2023-11-10,3426,23.4,71016852,6500,2233993,63.50158061116965,68206031,1896395,0,1691624,6003993
Come See Me,Come See Me - Single,Rod Wave,2023-09-01,3428,23.4,28876525,6626,1303808,63.50158061116965,22591925,181723,22448,3568216,28824932
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,3425,23.4,165916276,17423,3301778,70.0,52705822,887461,43015,13217486,92644726
Dark Matter,Dark Matter,Pearl Jam,2024-02-13,3430,23.4,11776885,2274,7617471,63.50158061116965,1925268,46321,0,0,0
Shameless,Shameless,Camila Cabello,2019-09-05,3419,23.4,524463179,59700,20404459,76.0,297234963,4259163,330599,142205855,1255373850
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,2017-09-25,3424,23.4,317302250,59316,12635825,54.0,113727264,1143446,169932,44327209,286048019
GTA.mp3,GTA.mp3,Emilia,2023-09-07,3429,23.4,103722826,13322,11067087,63.50158061116965,55495034,291171,90830,8610012,81845600
Dembow,Dembow,Danny Ocean,2017-12-08,3441,23.3,579189526,60397,11805084,65.0,828853696,3086157,84450,21202350,158504854
WAKE UP!,WAKE UP!,MoonDeity,2022-08-05,3435,23.3,152307497,35409,17925243,67.0,154243444,1898082,20600,13109944,120806447
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,2023-04-14,3438,23.3,11960,69,4543,2.0,234911523,836587,0,0,0
Dembow,Dembow,Danny Ocean,2017-12-08,3441,23.3,579189526,60397,11805084,65.0,828853696,3086157,84450,21202350,158504854
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,3437,23.3,210385853,418,1952536,63.50158061116965,0,0,0,0,0
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,3450,23.3,392674468,73288,11414109,62.0,119252275,1233579,157773,6752332,39728302
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,2016-03-23,3436,23.3,609032900,93938,19349153,66.0,176053242,1338088,29280,6397249,38686929
Myself,COSMIC,Bazzi,2018-04-12,3443,23.3,279105227,46745,6489845,59.0,138981651,2563777,5018008,375872882,4596936089
Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,2023-01-12,3440,23.3,162551255,20554,11413592,57.0,159174916,713718,0,0,0
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,2024-04-16,3444,23.3,66225764,4531,17931371,78.0,0,0,0,0,0
LOCO,CRAZY IN LOVE,ITZY,2021-09-24,3451,23.3,259023338,21380,4116327,63.0,381462973,6675316,134789,161181653,909400567
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,2020-07-06,3442,23.3,319737440,63731,10636802,61.0,108796209,1558911,8422,1394175,11172071
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,2013-01-01,3432,23.3,2188592950,11669,2167817,46.0,1719916219,10641718,0,0,0
Have Mercy,Have Mercy,Chlï¿½,2021-09-10,3445,23.3,202781631,32888,14372026,60.0,1271445,21984,673047,323827842,2410282562
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2023-02-16,3537,23.3,1614203949,1,0,63.50158061116965,0,0,0,0,0
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,2022-08-05,3449,23.3,259730016,21452,21180923,62.0,102357127,3788945,168727,98491449,597069529
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,2021-09-03,3448,23.3,349849639,81889,12970647,71.0,59701089,650033,96428,61939371,352584596
